session_id,specialday,weekend,month_Dec,month_Feb,month_Jul,month_June,month_Mar,month_May,month_Nov,month_Oct,month_Sep,OS_1,OS_2,OS_3,browser_1,browser_4,browser_5,region_2,region_3,region_4,region_5,region_6,region_7,region_8,region_9,traffictype_1,traffictype_10,traffictype_13,traffictype_3,traffictype_4,traffictype_5,traffictype_6,traffictype_8,visitortype_New_Visitor,visitortype_Returning_Visitor,administrative,administrative_duration,informational,informational_duration,productrelated,productrelated_duration,bouncerates,exitrates,pagevalues
441764,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.42172504697868485,-0.11906999960525548,-0.44936108496035526,-0.3090939974628172,-0.1341445174322612,-0.1807221887905775,-0.33422866498046305,-0.715022126972614,-0.40009877438805386
321688,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.7087535670909703,-0.5642730895093085,-0.44936108496035526,-0.3090939974628172,-0.7317009197210179,-0.7160432818379973,-0.44966553227902084,1.2030865267667563,-0.40009877438805386
322102,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.4261339135735565,-0.5609407310519429,-0.44936108496035526,-0.3090939974628172,-0.4559056571262072,-0.5222336216454442,-0.2688318399940155,0.18218953869085824,-0.40009877438805386
442337,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-0.4261339135735565,-0.41098460047048785,-0.44936108496035526,-0.3090939974628172,-0.06519570178355849,0.11070551626313524,-0.25974300226819397,-0.558216762690897,-0.40009877438805386
307422,0.6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-0.7087535670909703,-0.5642730895093085,-0.44936108496035526,-0.3090939974628172,0.1416507451625496,-0.42396560435835634,-0.44966553227902084,-0.7913687699812234,-0.40009877438805386
323912,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.13910539346127104,0.6745473496155187,-0.44936108496035526,-0.3090939974628172,0.18761662226168477,0.3542557794963828,-0.12545869960843772,-0.5261134731123435,-0.40009877438805386
373432,0.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,-0.7087535670909703,-0.5642730895093085,-0.44936108496035526,-0.3090939974628172,-0.5938032884236125,-0.6714298821606456,-0.44966553227902084,-0.18024993013348128,-0.40009877438805386
484621,0.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.13910539346127104,-0.1777195084548912,-0.44936108496035526,-0.3090939974628172,0.41744600775736046,0.41553680671743903,0.2201279289909463,-0.25884083594840573,-0.40009877438805386
145706,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.7087535670909703,-0.5642730895093085,-0.44936108496035526,-0.3090939974628172,0.21059956081125233,0.5324530095675422,0.07415133433639626,0.08035189900115872,-0.40009877438805386
337797,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-0.7087535670909703,-0.5642730895093085,-0.44936108496035526,-0.3090939974628172,-0.6397691655227477,-0.6781111159265961,-0.44966553227902084,-0.28928943379894706,-0.40009877438805386
200052,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.42172504697868485,0.5154110506771674,-0.44936108496035526,-0.3090939974628172,-0.1341445174322612,0.8734437837458444,-0.44966553227902084,-0.3987646261960174,-0.40009877438805386
233738,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.9869643540135125,0.7186849165764732,3.626106763401292,1.000227397839854,0.41744600775736046,1.3250928838149072,-0.44966553227902084,-0.4958959477824074,3.4654934266276127
320985,0.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.4261339135735565,-0.5309495049356519,-0.44936108496035526,-0.3090939974628172,-0.4559056571262072,-0.5626981906549197,-0.44966553227902084,-0.7119828676251777,-0.40009877438805386
267057,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,-0.14351426005614273,1.5817657570341808,-0.44936108496035526,-0.3090939974628172,0.440428946306928,0.6746366300933699,-0.11334371032894891,-0.44248823245508734,-0.3331256724425665
214331,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,-0.7087535670909703,-0.5642730895093085,-0.44936108496035526,-0.3090939974628172,0.6702583318026036,0.872064432473759,-0.2657115096552246,-0.29954560090604104,0.10677677748744693
330813,0.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.13910539346127104,0.3487931278088841,1.1808260543843039,0.36113774042836777,-0.7546838582705855,-0.7124871412840055,0.5949083932262663,0.6843353580229229,-0.40009877438805386
172813,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.9869643540135125,-0.13373237681766445,-0.44936108496035526,-0.3090939974628172,-0.1341445174322612,-0.3719243353020133,-0.44966553227902084,-0.8081007776783545,-0.40009877438805386
449812,0.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-0.7087535670909703,-0.5642730895093085,-0.44936108496035526,-0.3090939974628172,-0.47888859567577474,-0.4632340169996711,0.24671707776067767,-0.04191627821844349,-0.40009877438805386
441921,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-0.7087535670909703,-0.5642730895093085,-0.44936108496035526,-0.3090939974628172,-0.1341445174322612,-0.39836139236961543,-0.049764652887665566,0.0405760721364142,-0.40009877438805386
299313,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.7087535670909703,-0.5642730895093085,-0.44936108496035526,-0.3090939974628172,-0.3180080258288017,-0.5989492719601945,-0.15370918053224975,1.0183469100493057,-0.40009877438805386
141776,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-0.4261339135735565,-0.45097290195887585,-0.44936108496035526,-0.3090939974628172,-0.3409909643783693,-0.32865291903646277,-0.27115915070004126,-0.2926542406298403,-0.40009877438805386
228341,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.7087535670909703,-0.5642730895093085,-0.44936108496035526,-0.3090939974628172,-0.7087179811714504,-0.6539724648955949,-0.44966553227902084,0.16558418927908983,-0.40009877438805386
443058,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.42172504697868485,-0.3043491298347865,1.1808260543843039,0.47081202481056167,4.761681052396632,1.8779957184822298,-0.44794938088532965,-0.7608424632056043,-0.40009877438805386
322052,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.7043447004960987,0.7056887185927471,-0.44936108496035526,-0.3090939974628172,-0.29502508727923415,0.016166058228914457,-0.44966553227902084,-0.722663061937601,3.1621971882389732
455537,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,-0.7087535670909703,-0.5642730895093085,-0.44936108496035526,-0.3090939974628172,0.6242924547034685,0.011090475801853347,-0.0265708916627892,0.26706032165431726,-0.40009877438805386
253459,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-0.7087535670909703,-0.5642730895093085,-0.44936108496035526,-0.3090939974628172,0.7162242089017388,-0.49784080660876484,-0.44966553227902084,-0.43932053031827,-0.40009877438805386
243019,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.13910539346127104,-0.36099922361000286,1.1808260543843039,0.6592893135266282,4.071733237138604,2.404179809210072,-0.4267506931837329,-0.4270224341107197,-0.40009877438805386
175052,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.7087535670909703,-0.5642730895093085,-0.44936108496035526,-0.3090939974628172,-0.7317009197210179,-0.6102319360814958,-0.44966553227902084,-0.18024993013348128,-0.40009877438805386
252759,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.9869643540135125,0.0762506374646865,-0.44936108496035526,-0.3090939974628172,-0.3409909643783693,0.25806443727658396,-0.44966553227902084,-0.7587774600531624,1.5758715695659207
126854,0.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.42172504697868485,-0.3943228081836595,-0.44936108496035526,-0.3090939974628172,-0.11116157888269362,-0.34732538728497986,-0.44966553227902084,-0.23967644552112835,-0.40009877438805386
309390,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.7087535670909703,-0.5642730895093085,-0.44936108496035526,-0.3090939974628172,-0.5938032884236125,-0.5537539583740079,-0.44966553227902084,-0.45691721321351003,-0.40009877438805386
448735,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3.5305412356702366,1.814412046746037,4.441200333073621,2.817300108914354,4.761681052396632,4.789362768548537,-0.43598859160872394,-0.7558447729458327,-0.3146619441025366
494666,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.4261339135735565,-0.2876873375479582,-0.44936108496035526,-0.3090939974628172,0.5553436390547658,0.4359908995731073,-0.44966553227902084,-0.832573922316229,0.8282796852893983
255082,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1.55220366104834,0.4364119397367093,-0.44936108496035526,-0.3090939974628172,0.11866780661298205,-0.0615733293025221,-0.42772947984340987,-0.8200430313341932,3.7443413921593303
269543,0.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-0.7087535670909703,-0.5642730895093085,-0.44936108496035526,-0.3090939974628172,-0.7546838582705855,-0.707314573205472,-0.44966553227902084,1.2030865267667563,-0.40009877438805386
140702,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.7087535670909703,-0.5642730895093085,-0.44936108496035526,-0.3090939974628172,-0.5478374113244774,-0.17761127341314786,-0.44966553227902084,-0.3531669794647434,-0.40009877438805386
443799,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.42172504697868485,2.6216837527406023,1.9959196240566333,0.2595874771115216,-0.1341445174322612,0.310050933815572,-0.44966553227902084,-0.6618237796169969,-0.05446944672300893
150610,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.13910539346127104,0.16551341265377245,0.3657324847119742,-0.13036553402516787,-0.6857350426218828,-0.6484766113121531,0.14723386267749108,0.5212992734534259,-0.40009877438805386
214028,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.14351426005614273,-0.23603578145879037,-0.44936108496035526,-0.3090939974628172,0.07270192951384691,-0.4997006219533324,-0.44966553227902084,-0.5160538089479696,-0.40009877438805386
322923,0.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.7043447004960987,1.9793161209979047,1.1808260543843039,0.40744466050084965,0.07270192951384691,0.02470438661388323,-0.3667622123710244,-0.5235437043226671,3.0542595202181135
227217,0.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-0.4261339135735565,0.7986615195532492,-0.44936108496035526,-0.3090939974628172,-0.7087179811714504,-0.646733024800795,-0.44966553227902084,0.25104493757173557,-0.40009877438805386
317120,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.4000626216005814,4.42067266816874,-0.44936108496035526,-0.3090939974628172,-0.4329227185766396,-0.1767384025498953,-0.44966553227902084,-0.46367010842774975,1.1144593007852848
363905,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0.13910539346127104,0.10819684718708303,1.1808260543843039,0.45618878689293585,-0.5478374113244774,-0.6142083477918684,-0.24929726301314112,-0.44469977243767606,-0.40009877438805386
161160,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-0.7087535670909703,-0.5642730895093085,-0.44936108496035526,-0.3090939974628172,-0.6397691655227477,-0.6507396098465115,-0.44966553227902084,-0.3531669794647434,3.4598427576364568
285379,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.13910539346127104,0.0322190743591458,-0.44936108496035526,-0.3090939974628172,-0.5478374113244774,-0.6057705961137606,-0.10147421681343234,0.373084656776623,-0.40009877438805386
394744,0.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1.55220366104834,4.103694637568517,-0.44936108496035526,-0.3090939974628172,-0.18011039453139632,-0.3568332139843343,-0.3568144841806975,-0.46411189767310085,-0.40009877438805386
263502,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.42172504697868485,0.06554265893280246,-0.44936108496035526,-0.3090939974628172,2.3250299073714684,1.3706461145424302,-0.3452081397284921,-0.7433411890253216,-0.40009877438805386
468072,1.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.7087535670909703,-0.5642730895093085,-0.44936108496035526,-0.3090939974628172,-0.6167862269731801,-0.7076378587103803,1.6394823187315535,2.586422983666993,-0.40009877438805386
165919,0.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-0.7087535670909703,-0.5642730895093085,-0.44936108496035526,-0.3090939974628172,-0.4559056571262072,-0.6300708898778189,-0.44966553227902084,-0.37391702621449674,-0.40009877438805386
133061,0.0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.13910539346127104,-0.33100799749371185,-0.44936108496035526,-0.3090939974628172,0.09568486806341449,0.004754079905649805,-0.368712807936556,-0.39801133724886106,1.9205213061180435
352726,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.7087535670909703,-0.5642730895093085,-0.44936108496035526,-0.3090939974628172,0.37148013065822527,0.44024120716866144,-0.3615990714805584,-0.6082161790893365,0.14469485409300933
193194,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.7087535670909703,-0.5642730895093085,-0.44936108496035526,-0.3090939974628172,-0.7546838582705855,-0.7315609860735979,3.728630169742128,3.278091201742089,-0.40009877438805386
395696,0.6,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.7087535670909703,-0.5642730895093085,-0.44936108496035526,-0.3090939974628172,-0.6167862269731801,-0.4809069579131083,-0.44966553227902084,-0.4223337950472389,-0.40009877438805386
431106,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.13910539346127104,-0.31601238443556634,0.3657324847119742,-0.12224151295982016,-0.24905921018009905,-0.05169156925134729,-0.2899949495077117,-0.14099181693514518,-0.40009877438805386
432852,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-0.4261339135735565,-0.3629986386844222,-0.44936108496035526,-0.3090939974628172,-0.5478374113244774,-0.5395940532590223,0.6251685299253579,0.24163846412899714,-0.40009877438805386
416669,0.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,-0.4261339135735565,-0.22104016840064486,-0.44936108496035526,-0.3090939974628172,-0.5938032884236125,-0.5872463366825124,-0.44966553227902084,-0.6832813614608233,-0.40009877438805386
227722,0.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.7087535670909703,-0.5642730895093085,-0.44936108496035526,-0.3090939974628172,-0.5248544727749098,-0.7315609860735979,3.728630169742128,3.278091201742089,-0.40009877438805386
155817,0.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.1174429680831675,0.7586732180648611,3.626106763401292,0.6150133987204833,0.6932412703521712,0.5528554110106886,-0.3291785887716958,-0.4262872184542824,1.2666509734966678
384991,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-0.7087535670909703,-0.5642730895093085,-0.44936108496035526,-0.3090939974628172,-0.7546838582705855,-0.5913305102494069,0.5949083932262663,0.9264192436867253,-0.40009877438805386
445752,0.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-0.14351426005614273,-0.3763280725138849,-0.44936108496035526,-0.3090939974628172,0.32551425355909014,-0.4520483385298424,-0.10742935365421645,-0.011800718618235796,4.304592242043816
217700,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.7087535670909703,-0.5642730895093085,-0.44936108496035526,-0.3090939974628172,1.1988659184426578,1.1578542066889612,-0.19848686832244933,-0.41575686022943714,-0.40009877438805386
372034,0.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.7043447004960987,0.14885162036694413,-0.44936108496035526,-0.3090939974628172,0.7162242089017388,0.44164211123878794,-0.44966553227902084,-0.8416042181614412,0.4577601911131944
